month,product_series,category_segment,units_sold,avg_price_inr,festival_flag,monsoon_flag,school_reopening_flag,covid_disruption_flag,promo_flag,competitor_dark_store_count,society_occupancy_pct,online_channel_share_pct
2021-08,Staples (Atta/Rice/Dal),economy,1718,56,0,1,0,0,0,0,58.3,0.3
2021-08,Dairy & Bakery,mass,1532,48,0,1,0,0,0,0,58.3,0.3
2021-08,Fruits & Vegetables,mass,2455,39,0,1,0,0,1,0,58.3,0.3
2021-08,Snacks & Packaged Foods,mass,1809,33,0,1,0,0,1,0,58.3,0.3
2021-08,Beverages (Tea/Coffee/Soft Drinks),mass,1369,60,0,1,0,0,0,0,58.3,0.3
2021-08,Personal Care & Hygiene,premium,608,122,0,1,0,0,0,0,58.3,0.3
2021-08,Home Care & Cleaning,mass,798,88,0,1,0,0,0,0,58.3,0.3
2021-08,Baby Care,premium,250,150,0,1,0,0,0,0,58.3,0.3
2021-08,Frozen & Ready-to-eat,premium,409,89,0,1,0,0,1,0,58.3,0.3
2021-08,Confectionery & Chocolates,mass,878,44,0,1,0,0,0,0,58.3,0.3
2021-09,Staples (Atta/Rice/Dal),economy,1869,56,0,1,0,0,0,0,57.3,0.1
2021-09,Dairy & Bakery,mass,1841,46,0,1,0,0,1,0,57.3,0.1
2021-09,Fruits & Vegetables,mass,1863,41,0,1,0,0,0,0,57.3,0.1
2021-09,Snacks & Packaged Foods,mass,1480,36,0,1,0,0,0,0,57.3,0.1
2021-09,Beverages (Tea/Coffee/Soft Drinks),mass,1239,59,0,1,0,0,0,0,57.3,0.1
2021-09,Personal Care & Hygiene,premium,589,120,0,1,0,0,0,0,57.3,0.1
2021-09,Home Care & Cleaning,mass,819,87,0,1,0,0,0,0,57.3,0.1
2021-09,Baby Care,premium,294,141,0,1,0,0,1,0,57.3,0.1
2021-09,Frozen & Ready-to-eat,premium,336,93,0,1,0,0,0,0,57.3,0.1
2021-09,Confectionery & Chocolates,mass,883,44,0,1,0,0,0,0,57.3,0.1
2021-10,Staples (Atta/Rice/Dal),economy,2192,55,1,0,0,0,0,0,58.3,0.4
2021-10,Dairy & Bakery,mass,2375,47,1,0,0,0,1,0,58.3,0.4
2021-10,Fruits & Vegetables,mass,2699,41,1,0,0,0,0,0,58.3,0.4
2021-10,Snacks & Packaged Foods,mass,2669,33,1,0,0,0,1,0,58.3,0.4
2021-10,Beverages (Tea/Coffee/Soft Drinks),mass,1568,60,1,0,0,0,0,0,58.3,0.4
2021-10,Personal Care & Hygiene,premium,681,122,1,0,0,0,0,0,58.3,0.4
2021-10,Home Care & Cleaning,mass,809,87,1,0,0,0,0,0,58.3,0.4
2021-10,Baby Care,premium,294,152,1,0,0,0,0,0,58.3,0.4
2021-10,Frozen & Ready-to-eat,premium,478,93,1,0,0,0,1,0,58.3,0.4
2021-10,Confectionery & Chocolates,mass,1440,46,1,0,0,0,0,0,58.3,0.4
2021-11,Staples (Atta/Rice/Dal),economy,2196,54,1,0,0,0,0,0,58.5,0.1
2021-11,Dairy & Bakery,mass,1778,47,1,0,0,0,0,0,58.5,0.1
2021-11,Fruits & Vegetables,mass,2629,39,1,0,0,0,0,0,58.5,0.1
2021-11,Snacks & Packaged Foods,mass,2807,33,1,0,0,0,1,0,58.5,0.1
2021-11,Beverages (Tea/Coffee/Soft Drinks),mass,1683,60,1,0,0,0,0,0,58.5,0.1
2021-11,Personal Care & Hygiene,premium,704,123,1,0,0,0,0,0,58.5,0.1
2021-11,Home Care & Cleaning,mass,1009,79,1,0,0,0,1,0,58.5,0.1
2021-11,Baby Care,premium,299,148,1,0,0,0,0,0,58.5,0.1
2021-11,Frozen & Ready-to-eat,premium,506,88,1,0,0,0,1,0,58.5,0.1
2021-11,Confectionery & Chocolates,mass,1522,46,1,0,0,0,0,0,58.5,0.1
2021-12,Staples (Atta/Rice/Dal),economy,2038,56,0,0,0,0,0,0,59.2,0
2021-12,Dairy & Bakery,mass,1695,47,0,0,0,0,0,0,59.2,0
2021-12,Fruits & Vegetables,mass,2426,40,0,0,0,0,0,0,59.2,0
2021-12,Snacks & Packaged Foods,mass,1644,34,0,0,0,0,0,0,59.2,0
2021-12,Beverages (Tea/Coffee/Soft Drinks),mass,1366,61,0,0,0,0,0,0,59.2,0
2021-12,Personal Care & Hygiene,premium,617,117,0,0,0,0,0,0,59.2,0
2021-12,Home Care & Cleaning,mass,910,80,0,0,0,0,1,0,59.2,0
2021-12,Baby Care,premium,276,147,0,0,0,0,0,0,59.2,0
2021-12,Frozen & Ready-to-eat,premium,366,95,0,0,0,0,0,0,59.2,0
2021-12,Confectionery & Chocolates,mass,1009,44,0,0,0,0,0,0,59.2,0
2022-01,Staples (Atta/Rice/Dal),economy,2453,53,0,0,0,0,1,0,60.5,0
2022-01,Dairy & Bakery,mass,1811,48,0,0,0,0,0,0,60.5,0
2022-01,Fruits & Vegetables,mass,2278,39,0,0,0,0,0,0,60.5,0
2022-01,Snacks & Packaged Foods,mass,1730,35,0,0,0,0,0,0,60.5,0
2022-01,Beverages (Tea/Coffee/Soft Drinks),mass,1444,59,0,0,0,0,0,0,60.5,0
2022-01,Personal Care & Hygiene,premium,774,117,0,0,0,0,1,0,60.5,0
2022-01,Home Care & Cleaning,mass,803,87,0,0,0,0,0,0,60.5,0
2022-01,Baby Care,premium,267,146,0,0,0,0,0,0,60.5,0
2022-01,Frozen & Ready-to-eat,premium,403,94,0,0,0,0,0,0,60.5,0
2022-01,Confectionery & Chocolates,mass,949,46,0,0,0,0,0,0,60.5,0
2022-02,Staples (Atta/Rice/Dal),economy,2125,53,0,0,0,0,0,0,62.0,0.5
2022-02,Dairy & Bakery,mass,1770,49,0,0,0,0,0,0,62.0,0.5
2022-02,Fruits & Vegetables,mass,2592,41,0,0,0,0,0,0,62.0,0.5
2022-02,Snacks & Packaged Foods,mass,1751,34,0,0,0,0,0,0,62.0,0.5
2022-02,Beverages (Tea/Coffee/Soft Drinks),mass,1530,59,0,0,0,0,0,0,62.0,0.5
2022-02,Personal Care & Hygiene,premium,674,119,0,0,0,0,0,0,62.0,0.5
2022-02,Home Care & Cleaning,mass,764,83,0,0,0,0,0,0,62.0,0.5
2022-02,Baby Care,premium,276,153,0,0,0,0,0,0,62.0,0.5
2022-02,Frozen & Ready-to-eat,premium,385,96,0,0,0,0,0,0,62.0,0.5
2022-02,Confectionery & Chocolates,mass,1074,45,0,0,0,0,0,0,62.0,0.5
2022-03,Staples (Atta/Rice/Dal),economy,2174,57,1,0,0,0,0,0,62.8,0
2022-03,Dairy & Bakery,mass,2298,45,1,0,0,0,1,0,62.8,0
2022-03,Fruits & Vegetables,mass,2701,40,1,0,0,0,0,0,62.8,0
2022-03,Snacks & Packaged Foods,mass,2365,35,1,0,0,0,0,0,62.8,0
2022-03,Beverages (Tea/Coffee/Soft Drinks),mass,2191,55,1,0,0,0,1,0,62.8,0
2022-03,Personal Care & Hygiene,premium,757,122,1,0,0,0,0,0,62.8,0
2022-03,Home Care & Cleaning,mass,897,84,1,0,0,0,0,0,62.8,0
2022-03,Baby Care,premium,384,141,1,0,0,0,1,0,62.8,0
2022-03,Frozen & Ready-to-eat,premium,550,91,1,0,0,0,1,0,62.8,0
2022-03,Confectionery & Chocolates,mass,1807,43,1,0,0,0,1,0,62.8,0
2022-04,Staples (Atta/Rice/Dal),economy,2423,58,0,0,0,0,1,0,62.3,0
2022-04,Dairy & Bakery,mass,1900,53,0,0,0,0,0,0,62.3,0
2022-04,Fruits & Vegetables,mass,2506,42,0,0,0,0,0,0,62.3,0
2022-04,Snacks & Packaged Foods,mass,1685,38,0,0,0,0,0,0,62.3,0
2022-04,Beverages (Tea/Coffee/Soft Drinks),mass,1466,65,0,0,0,0,0,0,62.3,0
2022-04,Personal Care & Hygiene,premium,677,134,0,0,0,0,0,0,62.3,0
2022-04,Home Care & Cleaning,mass,761,90,0,0,0,0,0,0,62.3,0
2022-04,Baby Care,premium,288,162,0,0,0,0,0,0,62.3,0
2022-04,Frozen & Ready-to-eat,premium,408,105,0,0,0,0,0,0,62.3,0
2022-04,Confectionery & Chocolates,mass,983,48,0,0,0,0,0,0,62.3,0
2022-05,Staples (Atta/Rice/Dal),economy,1944,60,0,0,0,0,0,0,62.6,0
2022-05,Dairy & Bakery,mass,1754,53,0,0,0,0,0,0,62.6,0
2022-05,Fruits & Vegetables,mass,2427,44,0,0,0,0,0,0,62.6,0
2022-05,Snacks & Packaged Foods,mass,2110,37,0,0,0,0,1,0,62.6,0
2022-05,Beverages (Tea/Coffee/Soft Drinks),mass,1760,61,0,0,0,0,1,0,62.6,0
2022-05,Personal Care & Hygiene,premium,684,127,0,0,0,0,0,0,62.6,0
2022-05,Home Care & Cleaning,mass,830,92,0,0,0,0,0,0,62.6,0
2022-05,Baby Care,premium,290,168,0,0,0,0,0,0,62.6,0
2022-05,Frozen & Ready-to-eat,premium,420,106,0,0,0,0,0,0,62.6,0
2022-05,Confectionery & Chocolates,mass,1051,49,0,0,0,0,0,0,62.6,0
2022-06,Staples (Atta/Rice/Dal),economy,2061,60,0,1,1,0,0,0,64.4,0
2022-06,Dairy & Bakery,mass,1726,53,0,1,1,0,0,0,64.4,0
2022-06,Fruits & Vegetables,mass,2195,44,0,1,1,0,0,0,64.4,0
2022-06,Snacks & Packaged Foods,mass,1822,38,0,1,1,0,0,0,64.4,0
2022-06,Beverages (Tea/Coffee/Soft Drinks),mass,1415,66,0,1,1,0,0,0,64.4,0
2022-06,Personal Care & Hygiene,premium,775,126,0,1,1,0,1,0,64.4,0
2022-06,Home Care & Cleaning,mass,854,92,0,1,1,0,0,0,64.4,0
2022-06,Baby Care,premium,344,161,0,1,1,0,0,0,64.4,0
2022-06,Frozen & Ready-to-eat,premium,408,104,0,1,1,0,0,0,64.4,0
2022-06,Confectionery & Chocolates,mass,1044,50,0,1,1,0,0,0,64.4,0
2022-07,Staples (Atta/Rice/Dal),economy,2032,61,0,1,1,0,0,1,64.2,0
2022-07,Dairy & Bakery,mass,1736,53,0,1,1,0,0,1,64.2,0
2022-07,Fruits & Vegetables,mass,2183,43,0,1,1,0,0,1,64.2,0
2022-07,Snacks & Packaged Foods,mass,1832,37,0,1,1,0,0,1,64.2,0
2022-07,Beverages (Tea/Coffee/Soft Drinks),mass,1421,65,0,1,1,0,0,1,64.2,0
2022-07,Personal Care & Hygiene,premium,655,128,0,1,1,0,0,1,64.2,0
2022-07,Home Care & Cleaning,mass,838,92,0,1,1,0,0,1,64.2,0
2022-07,Baby Care,premium,323,165,0,1,1,0,0,1,64.2,0
2022-07,Frozen & Ready-to-eat,premium,447,96,0,1,1,0,1,1,64.2,0
2022-07,Confectionery & Chocolates,mass,930,49,0,1,1,0,0,1,64.2,0
2022-08,Staples (Atta/Rice/Dal),economy,2095,59,0,1,0,0,0,1,65.6,0
2022-08,Dairy & Bakery,mass,2025,50,0,1,0,0,1,1,65.6,0
2022-08,Fruits & Vegetables,mass,2164,44,0,1,0,0,0,1,65.6,0
2022-08,Snacks & Packaged Foods,mass,1670,39,0,1,0,0,0,1,65.6,0
2022-08,Beverages (Tea/Coffee/Soft Drinks),mass,1370,64,0,1,0,0,0,1,65.6,0
2022-08,Personal Care & Hygiene,premium,642,132,0,1,0,0,0,1,65.6,0
2022-08,Home Care & Cleaning,mass,877,94,0,1,0,0,0,1,65.6,0
2022-08,Baby Care,premium,269,165,0,1,0,0,0,1,65.6,0
2022-08,Frozen & Ready-to-eat,premium,365,106,0,1,0,0,0,1,65.6,0
2022-08,Confectionery & Chocolates,mass,938,48,0,1,0,0,0,1,65.6,0
2022-09,Staples (Atta/Rice/Dal),economy,1982,61,0,1,0,0,0,1,65.3,0.2
2022-09,Dairy & Bakery,mass,2190,50,0,1,0,0,1,1,65.3,0.2
2022-09,Fruits & Vegetables,mass,2720,42,0,1,0,0,1,1,65.3,0.2
2022-09,Snacks & Packaged Foods,mass,1559,39,0,1,0,0,0,1,65.3,0.2
2022-09,Beverages (Tea/Coffee/Soft Drinks),mass,1390,65,0,1,0,0,0,1,65.3,0.2
2022-09,Personal Care & Hygiene,premium,669,130,0,1,0,0,0,1,65.3,0.2
2022-09,Home Care & Cleaning,mass,939,90,0,1,0,0,0,1,65.3,0.2
2022-09,Baby Care,premium,283,167,0,1,0,0,0,1,65.3,0.2
2022-09,Frozen & Ready-to-eat,premium,378,105,0,1,0,0,0,1,65.3,0.2
2022-09,Confectionery & Chocolates,mass,953,50,0,1,0,0,0,1,65.3,0.2
2022-10,Staples (Atta/Rice/Dal),economy,2427,59,1,0,0,0,0,1,66.4,0
2022-10,Dairy & Bakery,mass,2183,51,1,0,0,0,0,1,66.4,0
2022-10,Fruits & Vegetables,mass,2798,44,1,0,0,0,0,1,66.4,0
2022-10,Snacks & Packaged Foods,mass,2411,37,1,0,0,0,0,1,66.4,0
2022-10,Beverages (Tea/Coffee/Soft Drinks),mass,1748,64,1,0,0,0,0,1,66.4,0
2022-10,Personal Care & Hygiene,premium,772,134,1,0,0,0,0,1,66.4,0
2022-10,Home Care & Cleaning,mass,894,90,1,0,0,0,0,1,66.4,0
2022-10,Baby Care,premium,312,166,1,0,0,0,0,1,66.4,0
2022-10,Frozen & Ready-to-eat,premium,462,105,1,0,0,0,0,1,66.4,0
2022-10,Confectionery & Chocolates,mass,1571,50,1,0,0,0,0,1,66.4,0
2022-11,Staples (Atta/Rice/Dal),economy,2296,60,1,0,0,0,0,1,66.1,0
2022-11,Dairy & Bakery,mass,2098,52,1,0,0,0,0,1,66.1,0
2022-11,Fruits & Vegetables,mass,2815,44,1,0,0,0,0,1,66.1,0
2022-11,Snacks & Packaged Foods,mass,2835,35,1,0,0,0,1,1,66.1,0
2022-11,Beverages (Tea/Coffee/Soft Drinks),mass,2072,62,1,0,0,0,1,1,66.1,0
2022-11,Personal Care & Hygiene,premium,754,129,1,0,0,0,0,1,66.1,0
2022-11,Home Care & Cleaning,mass,939,95,1,0,0,0,0,1,66.1,0
2022-11,Baby Care,premium,318,160,1,0,0,0,0,1,66.1,0
2022-11,Frozen & Ready-to-eat,premium,518,96,1,0,0,0,1,1,66.1,0
2022-11,Confectionery & Chocolates,mass,1886,46,1,0,0,0,1,1,66.1,0
2022-12,Staples (Atta/Rice/Dal),economy,2116,61,0,0,0,0,0,1,68.5,0.1
2022-12,Dairy & Bakery,mass,2057,53,0,0,0,0,0,1,68.5,0.1
2022-12,Fruits & Vegetables,mass,2688,43,0,0,0,0,0,1,68.5,0.1
2022-12,Snacks & Packaged Foods,mass,2278,36,0,0,0,0,1,1,68.5,0.1
2022-12,Beverages (Tea/Coffee/Soft Drinks),mass,1544,64,0,0,0,0,0,1,68.5,0.1
2022-12,Personal Care & Hygiene,premium,699,128,0,0,0,0,0,1,68.5,0.1
2022-12,Home Care & Cleaning,mass,841,95,0,0,0,0,0,1,68.5,0.1
2022-12,Baby Care,premium,381,156,0,0,0,0,1,1,68.5,0.1
2022-12,Frozen & Ready-to-eat,premium,407,104,0,0,0,0,0,1,68.5,0.1
2022-12,Confectionery & Chocolates,mass,1075,50,0,0,0,0,0,1,68.5,0.1
2023-01,Staples (Atta/Rice/Dal),economy,2268,61,0,0,0,0,0,1,69.1,0.8
2023-01,Dairy & Bakery,mass,1920,51,0,0,0,0,0,1,69.1,0.8
2023-01,Fruits & Vegetables,mass,2624,43,0,0,0,0,0,1,69.1,0.8
2023-01,Snacks & Packaged Foods,mass,2056,36,0,0,0,0,1,1,69.1,0.8
2023-01,Beverages (Tea/Coffee/Soft Drinks),mass,1540,64,0,0,0,0,0,1,69.1,0.8
2023-01,Personal Care & Hygiene,premium,764,130,0,0,0,0,0,1,69.1,0.8
2023-01,Home Care & Cleaning,mass,915,94,0,0,0,0,0,1,69.1,0.8
2023-01,Baby Care,premium,317,168,0,0,0,0,0,1,69.1,0.8
2023-01,Frozen & Ready-to-eat,premium,427,104,0,0,0,0,0,1,69.1,0.8
2023-01,Confectionery & Chocolates,mass,1136,48,0,0,0,0,0,1,69.1,0.8
2023-02,Staples (Atta/Rice/Dal),economy,2230,59,0,0,0,0,0,1,68.1,1.7
2023-02,Dairy & Bakery,mass,2412,50,0,0,0,0,1,1,68.1,1.7
2023-02,Fruits & Vegetables,mass,2703,44,0,0,0,0,0,1,68.1,1.7
2023-02,Snacks & Packaged Foods,mass,2041,36,0,0,0,0,1,1,68.1,1.7
2023-02,Beverages (Tea/Coffee/Soft Drinks),mass,1513,64,0,0,0,0,0,1,68.1,1.7
2023-02,Personal Care & Hygiene,premium,767,131,0,0,0,0,0,1,68.1,1.7
2023-02,Home Care & Cleaning,mass,912,94,0,0,0,0,0,1,68.1,1.7
2023-02,Baby Care,premium,290,166,0,0,0,0,0,1,68.1,1.7
2023-02,Frozen & Ready-to-eat,premium,428,106,0,0,0,0,0,1,68.1,1.7
2023-02,Confectionery & Chocolates,mass,1091,49,0,0,0,0,0,1,68.1,1.7
2023-03,Staples (Atta/Rice/Dal),economy,2920,58,1,0,0,0,1,1,69.4,2.4
2023-03,Dairy & Bakery,mass,2162,53,1,0,0,0,0,1,69.4,2.4
2023-03,Fruits & Vegetables,mass,3837,42,1,0,0,0,1,1,69.4,2.4
2023-03,Snacks & Packaged Foods,mass,2558,38,1,0,0,0,0,1,69.4,2.4
2023-03,Beverages (Tea/Coffee/Soft Drinks),mass,2423,62,1,0,0,0,1,1,69.4,2.4
2023-03,Personal Care & Hygiene,premium,876,132,1,0,0,0,0,1,69.4,2.4
2023-03,Home Care & Cleaning,mass,956,91,1,0,0,0,0,1,69.4,2.4
2023-03,Baby Care,premium,356,165,1,0,0,0,0,1,69.4,2.4
2023-03,Frozen & Ready-to-eat,premium,455,104,1,0,0,0,0,1,69.4,2.4
2023-03,Confectionery & Chocolates,mass,1641,50,1,0,0,0,0,1,69.4,2.4
2023-04,Staples (Atta/Rice/Dal),economy,2194,62,0,0,0,0,0,1,69.3,4.3
2023-04,Dairy & Bakery,mass,2026,54,0,0,0,0,0,1,69.3,4.3
2023-04,Fruits & Vegetables,mass,2905,46,0,0,0,0,0,1,69.3,4.3
2023-04,Snacks & Packaged Foods,mass,2300,38,0,0,0,0,1,1,69.3,4.3
2023-04,Beverages (Tea/Coffee/Soft Drinks),mass,1599,68,0,0,0,0,0,1,69.3,4.3
2023-04,Personal Care & Hygiene,premium,798,136,0,0,0,0,0,1,69.3,4.3
2023-04,Home Care & Cleaning,mass,868,101,0,0,0,0,0,1,69.3,4.3
2023-04,Baby Care,premium,329,177,0,0,0,0,0,1,69.3,4.3
2023-04,Frozen & Ready-to-eat,premium,445,109,0,0,0,0,0,1,69.3,4.3
2023-04,Confectionery & Chocolates,mass,1107,53,0,0,0,0,0,1,69.3,4.3
2023-05,Staples (Atta/Rice/Dal),economy,2433,63,0,0,0,0,0,1,70.2,4.5
2023-05,Dairy & Bakery,mass,2460,52,0,0,0,0,1,1,70.2,4.5
2023-05,Fruits & Vegetables,mass,2820,46,0,0,0,0,0,1,70.2,4.5
2023-05,Snacks & Packaged Foods,mass,1799,41,0,0,0,0,0,1,70.2,4.5
2023-05,Beverages (Tea/Coffee/Soft Drinks),mass,1567,70,0,0,0,0,0,1,70.2,4.5
2023-05,Personal Care & Hygiene,premium,945,133,0,0,0,0,1,1,70.2,4.5
2023-05,Home Care & Cleaning,mass,880,99,0,0,0,0,0,1,70.2,4.5
2023-05,Baby Care,premium,337,173,0,0,0,0,0,1,70.2,4.5
2023-05,Frozen & Ready-to-eat,premium,523,105,0,0,0,0,1,1,70.2,4.5
2023-05,Confectionery & Chocolates,mass,1171,52,0,0,0,0,0,1,70.2,4.5
2023-06,Staples (Atta/Rice/Dal),economy,2200,64,0,1,1,0,0,1,71.4,5.7
2023-06,Dairy & Bakery,mass,1970,57,0,1,1,0,0,1,71.4,5.7
2023-06,Fruits & Vegetables,mass,2489,47,0,1,1,0,0,1,71.4,5.7
2023-06,Snacks & Packaged Foods,mass,2170,41,0,1,1,0,0,1,71.4,5.7
2023-06,Beverages (Tea/Coffee/Soft Drinks),mass,1535,70,0,1,1,0,0,1,71.4,5.7
2023-06,Personal Care & Hygiene,premium,775,135,0,1,1,0,0,1,71.4,5.7
2023-06,Home Care & Cleaning,mass,1221,96,0,1,1,0,1,1,71.4,5.7
2023-06,Baby Care,premium,398,173,0,1,1,0,0,1,71.4,5.7
2023-06,Frozen & Ready-to-eat,premium,515,107,0,1,1,0,1,1,71.4,5.7
2023-06,Confectionery & Chocolates,mass,1112,53,0,1,1,0,0,1,71.4,5.7
2023-07,Staples (Atta/Rice/Dal),economy,2159,62,0,1,1,0,0,2,71.0,6.9
2023-07,Dairy & Bakery,mass,1964,56,0,1,1,0,0,2,71.0,6.9
2023-07,Fruits & Vegetables,mass,2276,47,0,1,1,0,0,2,71.0,6.9
2023-07,Snacks & Packaged Foods,mass,1939,41,0,1,1,0,0,2,71.0,6.9
2023-07,Beverages (Tea/Coffee/Soft Drinks),mass,1801,65,0,1,1,0,1,2,71.0,6.9
2023-07,Personal Care & Hygiene,premium,688,141,0,1,1,0,0,2,71.0,6.9
2023-07,Home Care & Cleaning,mass,1008,96,0,1,1,0,0,2,71.0,6.9
2023-07,Baby Care,premium,373,174,0,1,1,0,0,2,71.0,6.9
2023-07,Frozen & Ready-to-eat,premium,402,108,0,1,1,0,0,2,71.0,6.9
2023-07,Confectionery & Chocolates,mass,1006,52,0,1,1,0,0,2,71.0,6.9
2023-08,Staples (Atta/Rice/Dal),economy,2260,65,0,1,0,0,0,2,72.5,7.3
2023-08,Dairy & Bakery,mass,2105,56,0,1,0,0,0,2,72.5,7.3
2023-08,Fruits & Vegetables,mass,2469,47,0,1,0,0,0,2,72.5,7.3
2023-08,Snacks & Packaged Foods,mass,1683,41,0,1,0,0,0,2,72.5,7.3
2023-08,Beverages (Tea/Coffee/Soft Drinks),mass,1616,68,0,1,0,0,0,2,72.5,7.3
2023-08,Personal Care & Hygiene,premium,756,137,0,1,0,0,0,2,72.5,7.3
2023-08,Home Care & Cleaning,mass,1023,99,0,1,0,0,0,2,72.5,7.3
2023-08,Baby Care,premium,317,177,0,1,0,0,0,2,72.5,7.3
2023-08,Frozen & Ready-to-eat,premium,435,111,0,1,0,0,0,2,72.5,7.3
2023-08,Confectionery & Chocolates,mass,1060,52,0,1,0,0,0,2,72.5,7.3
2023-09,Staples (Atta/Rice/Dal),economy,2349,62,0,1,0,0,0,2,73.7,8.1
2023-09,Dairy & Bakery,mass,2445,54,0,1,0,0,1,2,73.7,8.1
2023-09,Fruits & Vegetables,mass,2619,47,0,1,0,0,0,2,73.7,8.1
2023-09,Snacks & Packaged Foods,mass,1882,40,0,1,0,0,0,2,73.7,8.1
2023-09,Beverages (Tea/Coffee/Soft Drinks),mass,1617,69,0,1,0,0,0,2,73.7,8.1
2023-09,Personal Care & Hygiene,premium,963,129,0,1,0,0,1,2,73.7,8.1
2023-09,Home Care & Cleaning,mass,1072,99,0,1,0,0,0,2,73.7,8.1
2023-09,Baby Care,premium,335,176,0,1,0,0,0,2,73.7,8.1
2023-09,Frozen & Ready-to-eat,premium,437,107,0,1,0,0,0,2,73.7,8.1
2023-09,Confectionery & Chocolates,mass,1081,53,0,1,0,0,0,2,73.7,8.1
2023-10,Staples (Atta/Rice/Dal),economy,2811,62,1,0,0,0,0,2,74.2,9.6
2023-10,Dairy & Bakery,mass,2685,54,1,0,0,0,1,2,74.2,9.6
2023-10,Fruits & Vegetables,mass,3426,45,1,0,0,0,0,2,74.2,9.6
2023-10,Snacks & Packaged Foods,mass,3363,39,1,0,0,0,1,2,74.2,9.6
2023-10,Beverages (Tea/Coffee/Soft Drinks),mass,2379,64,1,0,0,0,1,2,74.2,9.6
2023-10,Personal Care & Hygiene,premium,869,139,1,0,0,0,0,2,74.2,9.6
2023-10,Home Care & Cleaning,mass,1304,91,1,0,0,0,1,2,74.2,9.6
2023-10,Baby Care,premium,378,176,1,0,0,0,0,2,74.2,9.6
2023-10,Frozen & Ready-to-eat,premium,490,111,1,0,0,0,0,2,74.2,9.6
2023-10,Confectionery & Chocolates,mass,2060,48,1,0,0,0,1,2,74.2,9.6
